,product,reviewid,thumbsup,thumbsdown,shortreview,longreview,pros,cons,link
759,Used 2016 Mercedes-Benz CLA,Doug,5,2,"""Best Car I Have Ever Owned""","My 2015 Mercedes-Benz CLA45 AMG is my favorite car that I have ever owned! I have always been happy with the value of Mercedes-Benz vehicles as they seem to maintain a strong value per cost as time goes by. Further, it is typically hard to find any AMG at under $100,000 sticker price. Even with some of the added features on mine, the sticker price did come in under $100k when new (Note: I purchased it as a Certified Pre-Owned as I do with all of my vehicles). Thus, I give it a 10/10 for value. 

In terms of reliability, I gave it a 10/10 as I have had no problems with it whatsoever. Granted I have only had it about one month, but all was perfect so far (knock on wood lol).

In terms of Quality, again a 10/10 as the car even has a look of strength, power and durability. Mercedes-Benz always does a great job (IMO) of ensuring their vehicles are of the highest quality!

Driving Dynamics - simply amazing! The car launches like a bullet in quick acceleration and corners beautifully. The suspension shifts the weight in proper proportions in any situation/condition. 10/10

The design I gave a 9/10 but that is being very nit-picky. I would have given it a 10/10 if it were not for the design of the COMAND system. The location of the knob/wheel to control it, is in a location where it is very easy to accidentally bump. Maybe moving it closer to the center would help (touchscreen would be nice too). Also, the cup holders are very small (I drink Fiji water and it is hard to fit it in the cup holders - also part of that is due to the dumb square design of Fiji bottles lol). The exterior design is beautiful! The illuminated star would be my only gripe. It is not very bright and difficult to understand when it is on and when it is not (does not flash with the headlights, etc).  

Comfort and Convenience I also gave 9/10 being very nit-picky. The mBrace 2 system/options are simply amazing. The in-vehicle internet is dial-up modem speed (ahhhh lol). Also, I have owned a 2012 C300 which seemed to have some nice features/options I do not have on this one (Gracenote music, etc.). Also convenient would be if the back-up camera had a front view as well (and even side views - my wife's Infiniti EX35 has this) and audible sensors could also be helpful but again these are not ""complaints"" - simply the only things missing for a 10/10. ;-) 

Overall I gave it a 10/10 because it is an amazing car! Highly recommended x 1000!! :-)Read less","Fun to drive, beautiful car","navigation not touch screen, no front camera",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
760,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"Fun to drive, beautiful car","navigation not touch screen, no front camera",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
761,Used 2016 Mercedes-Benz CLA,Carnut,39,6,"""Fun Car""","I bought this car a couple of months ago. This car is very fun to drive as the acceleration in sport mode is pretty awesome.  Sport mode lets you drive in a spirited fashion, where comfort mode really reduces the power and will drive as a completely different car. The navigation system is weird, and not user friendly, as some other controls are as well, but once you get used to them, its not an issue. 

The only complaint/warning I would give potential buyers is about the $2250 optional sport recaro racing seats. This is advertised as a significant optional item and it is, but I will tell you that they are not a comfort seat. It will take you a long time to adjust it in every which way you can to get comfortable. I have finally found some seating positions that are comfortable, but nothing like other car seats. On the positive side of these seats, they really grip you and keep you planted in the seat when you are driving fast and taking corners fast as well.

Overall, I really like the car, but the size may hinder some if you are trying to transport 4 adults.Read less","Acceleration, handling, fun factor",The recaro seats,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
762,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"Acceleration, handling, fun factor",The recaro seats,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
763,2019 Honda Accord,John,4,1,"""Great accord""",The back seat is huge. I'm happy to see gas mileage of 38 on average. It is tricky having to give it more gas than expected for moderate acceleration.  Much better equipment than on two previous Accords and two Oddys. I'm anxious to take it on a trip to see how my back feels after 600 miles and how it cruises the long steep mountain  grades. Happy Hondoring!,"Mileage, style, electronics and power",Even more power in EX trim,https://www.kbb.com//honda/accord/2019/consumer-reviews/
764,2019 Honda Accord,NA,NA,NA,NA,NA,"Mileage, style, electronics and power",Even more power in EX trim,https://www.kbb.com//honda/accord/2019/consumer-reviews/
765,2019 Honda Accord,Fran,2,1,"""Great car""","Love this car! Incredible power and fun to drive.  Very sporty drive. No problems at all with car so far. Only complaint is interior finishes scratch easily. Also, front end s so low you hit curbs with it while parking.  But it’s a lot of car for the money!  Love all of the safety features.","Great driving car, dependable. A lot of car for th","interior finishes scratch easily, front end too lo",https://www.kbb.com//honda/accord/2019/consumer-reviews/
766,2019 Honda Accord,NA,NA,NA,NA,NA,"Great driving car, dependable. A lot of car for th","interior finishes scratch easily, front end too lo",https://www.kbb.com//honda/accord/2019/consumer-reviews/
767,2019 Honda Accord,Bmugz,2,2,"""Best for the Price""",,NA,NA,https://www.kbb.com//honda/accord/2019/consumer-reviews/
768,2019 Honda Accord,Barry,5,0,"""Nice Car But Not For People With Back Problems""","Bought this 2019 Accord EX-L in October 2019 and since owning the car for three and a half months there are pluses and minuses with owning a new Accord. They sit very low to the ground so getting in and out will be a problem for people with back problems. Also, if you’re over 6’ tall you won’t be comfortable sitting in the car. Also, the 1.5 turbo engine has turbo lag which can be annoying. The CVT transmission is not my favorite and I wish Honda had used another tranny instead but not the 10 speed as is found in the 2.0 turbo models as those have had issues. Interior wise I’m very impressed with the dash layout and there are lots of soft touch materials. Trunk space is more than adequate which is a plus, as are the back seats. The car is the best handling one I’ve ever owned. The steering wheel feel is amazing. Yes there is some road noise but it doesn’t bother me and the car (at least mine) has a pretty smooth ride. The new design of the new 2018 thru 2020 is either you love it or hate it. I particularly like the fastback look. Gas milage is good in around town driving (I’m getting 22mpg) and even better on the highway (34mpg). I test drove a 2019 Camry and didn’t like it as much as the Accord.Read less","Handling, Gas Milage, Brakes, Interior/ exterior","Turbo lag, CVT Transmission",https://www.kbb.com//honda/accord/2019/consumer-reviews/
769,2019 Honda Accord,NA,NA,NA,NA,NA,"Handling, Gas Milage, Brakes, Interior/ exterior","Turbo lag, CVT Transmission",https://www.kbb.com//honda/accord/2019/consumer-reviews/
770,2019 Honda Accord,Matt,3,1,"""Nice car except annoying safety features""",Nice vehicle with the exception of Honda sensing.  These are the auto Braking & lane keep assist.  They are complete garbage and will get you in an accident.,"Handling, roomy, comfortable",Auto brake and lane keep assist are no good,https://www.kbb.com//honda/accord/2019/consumer-reviews/
771,2019 Honda Accord,NA,NA,NA,NA,NA,"Handling, roomy, comfortable",Auto brake and lane keep assist are no good,https://www.kbb.com//honda/accord/2019/consumer-reviews/
772,2019 Honda Accord,Raed,1,1,"""Great car""","I bought that car(accord lx) I didn’t expect all of that : good power engine ,very good gas mileage 30/38 , safety (honda sensing) ,comfort, beautiful design, combative price.",Funny,Quite engine,https://www.kbb.com//honda/accord/2019/consumer-reviews/
773,2019 Honda Accord,NA,NA,NA,NA,NA,Funny,Quite engine,https://www.kbb.com//honda/accord/2019/consumer-reviews/
774,2019 Honda Accord,Black Lemon Owner,12,3,"""Worse Car""","I purchased this new 2018 Honda Accord 2.0T EX-L in January 2019 and have had nothing but trouble with it.  The radio system randomly turns off and restarts on its own.  While repositioning the car in the garage, it displayed a warning to ""Shift to Park"" for no reason.  The road departure mitigation/lane departure warning/shaking of the steering wheel will randomly activate when the car is centered in the driving lane.  The brake assist/collision avoidance has randomly activated when nothing is in front of the car.  Two batteries had to be replaced in the first 3 months.  The lane keep assist system will randomly steer the car off the road.  The speed limit display on the dash board displays incorrect speed limits, like 80 or 100 MPH in 40 or 60 MPH zones.  I have taken this car to two different dealers to get these issues resolve and they will not fix them because they claim there is no error codes.  Photos and videos of issues have been provided to dealers and American Honda Motors.Read less",Good engine,Poor reliability,https://www.kbb.com//honda/accord/2019/consumer-reviews/
775,2019 Honda Accord,NA,NA,NA,NA,NA,Good engine,Poor reliability,https://www.kbb.com//honda/accord/2019/consumer-reviews/
776,2019 Honda Accord,Steve,9,2,"""Very dissapointed""",,NA,NA,https://www.kbb.com//honda/accord/2019/consumer-reviews/
777,2019 Honda Accord,SDL,3,0,"""Best Sedan on the Market""","I purchased this car over a year ago and it is amazing the way it drives.  I love the style of the car.  There is plenty of room inside especially in the back.  It is smooth riding and it has the power for being a 4 cylinder.  It looks like a luxury vehicle inside.  The cup holders are nice and big and the compartment in the center is wide enough for two arms.  The speakers sound better with blue tooth rather than listening to the radio.  The front seat is low, but with a memory foam cushion it feels just right.  Honda makes a very reliable and fuel efficient car!!!Read less","Fun to Drive, Very Roomy Inside",Low Seating,https://www.kbb.com//honda/accord/2019/consumer-reviews/
778,2019 Honda Accord,NA,NA,NA,NA,NA,"Fun to Drive, Very Roomy Inside",Low Seating,https://www.kbb.com//honda/accord/2019/consumer-reviews/
779,2019 Honda Accord,Desert Rat,1,0,"""My forth and best Accord""","I have owned 3 previous generation Accords (2004,2009,2015), and this 2018 EX-L (1.5T) is by far the best.  
This vehicle is fairly quick, plus gets fantastic fuel economy - total recorded average of 38.1 mpg (60% city).  Great compromise between comfort and sporty handling, with a few trips up winding mountain roads to prove it. Not only does it handle the switchbacks, the 1.5T is unaffected by the 9000 ft elevation, and the refined CVT does not continually hunt for the right 'gear'.   
As for the safety suite, I have mixed feelings.  The Lane Keep is not as accurate or consistent as other brands.  Adaptive Cruise is OK but takes getting used to.
Wind noise is very low, but I do have some buzz, squeaks and rattles in dash.Read less","Great power, handling and fuel economy.",Safety suite could be refined. Some rattles.,https://www.kbb.com//honda/accord/2019/consumer-reviews/
780,2019 Honda Accord,NA,NA,NA,NA,NA,"Great power, handling and fuel economy.",Safety suite could be refined. Some rattles.,https://www.kbb.com//honda/accord/2019/consumer-reviews/
781,2019 Honda Accord,Long Commutes,3,0,"""One of the best values on the road""","I've had my 2018 Accord Sport for a year now. I commute 160 miles each day so I'm  already approaching 40K miles. I've had many Honda's and enjoyed them all, but this is the first one to feel like I got a lot more car for the money. I get bored with cars easily, but a year later I can't imagine ever replacing this. The quality of the finish inside and out was reminiscent of my wife's Mercedes ML350. The dash layout and infotainment are finally updated and look on par with the best out there. The seats are firm but comfortable most of the time. Back seat leg room is huge! 

When selecting the Accord, I knew I was going to put a ton of miles on it, so MPG and cost of maintenance was important. The Sport is rated at 35MPG highway, and I routinely exceed 40+. Services have been reasonably priced and have come approx every 10K miles. The only item that will cost me soon is replacing the tires. Being 19"" rims and low profile, I anticipate spending upwards of $1000.  My only real complaint is that there is A LOT of road noise. I'm hoping a good quality set of replacement tires will help that. I've had a few issues with the Apple CarPlay that the dealer hasn't been able to fix so I've just lived with it. It's missing a couple of key features like remote start and blind spot monitor, but I discovered if you buy a Honda remote with the remote start button on it and have it programmed to your vehicle, remote start will function. 

Bottom line: I've driven a lot of cars in this class and the Accord is by far the best. It's almost on par with European cars that are $20K more. It's comfy, fast, stylish and yet practical. 40K miles later and I still look forward to getting in it every morning.Read less","MPG, Style, Value, Comfort, Driving Dynamics",Lots of road noise. Fussy Apple CarPlay,https://www.kbb.com//honda/accord/2019/consumer-reviews/
